0.011041,0.13283
0.022082,0.138868
0.033123,0.146415
0.044164,0.153962
0.055205,0.163019
0.0630915,0.173585
0.0709779,0.184151
0.0804416,0.193208
0.0899054,0.202264
0.104101,0.208302
0.118297,0.209811
0.130915,0.21434
0.140379,0.223396
0.15142,0.232453
0.159306,0.243019
0.173502,0.244528
0.187697,0.241509
0.201893,0.24
0.211356,0.230943
0.225552,0.226415
0.23817,0.232453
0.246057,0.243019
0.255521,0.252075
0.269716,0.256604
0.283912,0.256604
0.301262,0.258113
0.312303,0.264151
0.335962,0.29434
0.345426,0.304906
0.353312,0.313962
0.367508,0.315472
0.383281,0.315472
0.397476,0.310943
0.40694,0.303396
0.422713,0.295849
0.438486,0.295849
0.452681,0.29283
0.462145,0.283774
0.471609,0.273208
0.481073,0.264151
0.490536,0.255094
0.506309,0.253585
0.520505,0.258113
0.533123,0.264151
0.545741,0.271698
0.559937,0.273208
0.57571,0.270189
0.586751,0.262642
0.597792,0.255094
0.607256,0.246038
0.619874,0.24
0.630915,0.232453
0.638801,0.221887
0.648265,0.21434
0.657729,0.205283
0.673502,0.191698
0.684543,0.184151
0.697161,0.179623
0.712934,0.179623
0.727129,0.175094
0.741325,0.170566
0.750789,0.161509
0.76183,0.155472
0.776025,0.152453
0.788644,0.146415
0.799685,0.140377
0.810726,0.13283
0.820189,0.122264
0.83123,0.114717
0.843849,0.108679
0.858044,0.104151
0.870662,0.0966038
0.883281,0.090566
0.895899,0.0830189
0.905363,0.0739623
0.917981,0.0664151
0.927445,0.0573585
0.938486,0.0483019
0.94795,0.0392453
0.957413,0.0301887
0.966877,0.0196226
