0.00442463,3.27751e-05
0.0309069,0.0150438
0.0529317,0.0374291
0.0793484,0.0672544
0.101341,0.097047
0.123333,0.12684
0.145357,0.149225
0.167349,0.179017
0.189342,0.20881
0.206909,0.23857
0.228868,0.275769
0.250828,0.312969
0.272787,0.350169
0.294746,0.387368
0.321097,0.432008
0.343024,0.476615
0.364983,0.513815
0.386942,0.551014
0.413326,0.588247
0.43971,0.625479
0.46167,0.662679
0.483629,0.699879
0.501164,0.737046
0.527547,0.774278
0.54954,0.804071
0.571499,0.84127
0.597916,0.871096
0.62879,0.893547
0.659631,0.923405
0.690538,0.938448
0.71702,0.953459
0.747927,0.968503
0.778867,0.97614
0.805382,0.983744
0.840746,0.991413
0.867294,0.99161
0.902658,0.999279
0.93363,0.999508
0.960211,0.992298
0.977877,0.999836
